class,confidence,name
Q2385804,45.454545454545446,educational institution
Q178706,45.454545454545446,institution
Q13226383,44.44444444444444,facility
Q5341295,44.44444444444444,educational organization
Q2221906,43.43434343434344,geographic location
Q155076,42.42424242424242,juridical person
Q3778211,42.42424242424242,legal person
Q830077,42.42424242424242,subject
Q27096235,42.42424242424242,artificial geographic entity
Q17334923,42.42424242424242,location
