class,confidence,name
Q246672,35.294117647058826,mathematical object
Q7551384,29.411764705882355,social space
Q294440,29.411764705882355,public space
Q11755880,29.411764705882355,residential building
Q3947,29.411764705882355,house
Q699405,29.411764705882355,residence
Q9826,29.411764705882355,high school
Q1496967,26.47058823529412,territorial entity
Q1030034,26.47058823529412,GLAM
Q7075,26.47058823529412,library
