s,c,id
http://www.wikidata.org/entity/Q830831,9,Q830831
http://www.wikidata.org/entity/Q830844,6,Q830844
http://www.wikidata.org/entity/Q831109,12,Q831109
http://www.wikidata.org/entity/Q831219,89,Q831219
http://www.wikidata.org/entity/Q831454,6,Q831454
http://www.wikidata.org/entity/Q831515,86,Q831515
http://www.wikidata.org/entity/Q831663,299,Q831663
http://www.wikidata.org/entity/Q831740,9,Q831740
http://www.wikidata.org/entity/Q831844,34,Q831844
http://www.wikidata.org/entity/Q831869,33,Q831869
http://www.wikidata.org/entity/Q831889,19,Q831889
http://www.wikidata.org/entity/Q832003,24,Q832003
http://www.wikidata.org/entity/Q832161,67,Q832161
http://www.wikidata.org/entity/Q832230,11,Q832230
http://www.wikidata.org/entity/Q832778,50,Q832778
http://www.wikidata.org/entity/Q833053,8,Q833053
http://www.wikidata.org/entity/Q833590,23,Q833590
http://www.wikidata.org/entity/Q833913,31,Q833913
http://www.wikidata.org/entity/Q834028,31,Q834028
http://www.wikidata.org/entity/Q834104,72,Q834104
http://www.wikidata.org/entity/Q834406,31,Q834406
http://www.wikidata.org/entity/Q834575,39,Q834575
http://www.wikidata.org/entity/Q834840,33,Q834840
http://www.wikidata.org/entity/Q835141,14,Q835141
http://www.wikidata.org/entity/Q835153,11,Q835153
http://www.wikidata.org/entity/Q835400,30,Q835400
http://www.wikidata.org/entity/Q835624,25,Q835624
http://www.wikidata.org/entity/Q835714,48,Q835714
http://www.wikidata.org/entity/Q836365,18,Q836365
http://www.wikidata.org/entity/Q836550,11,Q836550
http://www.wikidata.org/entity/Q836571,20,Q836571
http://www.wikidata.org/entity/Q836575,7,Q836575
http://www.wikidata.org/entity/Q836672,16,Q836672
http://www.wikidata.org/entity/Q836688,222,Q836688
http://www.wikidata.org/entity/Q836795,21,Q836795
http://www.wikidata.org/entity/Q836828,8,Q836828
http://www.wikidata.org/entity/Q836943,21,Q836943
http://www.wikidata.org/entity/Q836950,45,Q836950
http://www.wikidata.org/entity/Q837142,36,Q837142
http://www.wikidata.org/entity/Q837171,10,Q837171
http://www.wikidata.org/entity/Q837556,8,Q837556
http://www.wikidata.org/entity/Q837632,17,Q837632
http://www.wikidata.org/entity/Q837766,46,Q837766
http://www.wikidata.org/entity/Q837800,19,Q837800
http://www.wikidata.org/entity/Q837910,26,Q837910
http://www.wikidata.org/entity/Q837995,63,Q837995
http://www.wikidata.org/entity/Q838159,29,Q838159
http://www.wikidata.org/entity/Q838296,16,Q838296
http://www.wikidata.org/entity/Q838549,35,Q838549
http://www.wikidata.org/entity/Q838718,104,Q838718
http://www.wikidata.org/entity/Q838761,29,Q838761
http://www.wikidata.org/entity/Q838828,22,Q838828
http://www.wikidata.org/entity/Q838858,35,Q838858
http://www.wikidata.org/entity/Q838795,2475,Q838795
http://www.wikidata.org/entity/Q838948,2852,Q838948
http://www.wikidata.org/entity/Q839328,378,Q839328
http://www.wikidata.org/entity/Q839463,7,Q839463
http://www.wikidata.org/entity/Q839470,29,Q839470
http://www.wikidata.org/entity/Q839496,37,Q839496
http://www.wikidata.org/entity/Q839546,114,Q839546
http://www.wikidata.org/entity/Q839864,37,Q839864
http://www.wikidata.org/entity/Q840019,45,Q840019
http://www.wikidata.org/entity/Q840482,40,Q840482
http://www.wikidata.org/entity/Q839954,18535,Q839954
http://www.wikidata.org/entity/Q841007,14,Q841007
http://www.wikidata.org/entity/Q841154,39,Q841154
http://www.wikidata.org/entity/Q841248,24,Q841248
http://www.wikidata.org/entity/Q841646,18,Q841646
http://www.wikidata.org/entity/Q841645,10,Q841645
http://www.wikidata.org/entity/Q841654,12,Q841654
http://www.wikidata.org/entity/Q841738,60,Q841738
http://www.wikidata.org/entity/Q841751,8,Q841751
http://www.wikidata.org/entity/Q841753,20,Q841753
http://www.wikidata.org/entity/Q841983,12,Q841983
http://www.wikidata.org/entity/Q841985,454,Q841985
http://www.wikidata.org/entity/Q842008,13,Q842008
http://www.wikidata.org/entity/Q842047,14,Q842047
http://www.wikidata.org/entity/Q842100,8,Q842100
http://www.wikidata.org/entity/Q842112,6,Q842112
http://www.wikidata.org/entity/Q842293,11,Q842293
http://www.wikidata.org/entity/Q842314,8,Q842314
http://www.wikidata.org/entity/Q842332,10,Q842332
http://www.wikidata.org/entity/Q842375,68,Q842375
http://www.wikidata.org/entity/Q842400,24,Q842400
http://www.wikidata.org/entity/Q842420,12,Q842420
http://www.wikidata.org/entity/Q842478,82,Q842478
http://www.wikidata.org/entity/Q842697,63,Q842697
http://www.wikidata.org/entity/Q842402,13479,Q842402
http://www.wikidata.org/entity/Q842876,6,Q842876
http://www.wikidata.org/entity/Q843065,22,Q843065
http://www.wikidata.org/entity/Q843152,10,Q843152
http://www.wikidata.org/entity/Q843214,20,Q843214
http://www.wikidata.org/entity/Q843215,21,Q843215
http://www.wikidata.org/entity/Q843256,14,Q843256
http://www.wikidata.org/entity/Q843417,106,Q843417
http://www.wikidata.org/entity/Q843886,15,Q843886
http://www.wikidata.org/entity/Q844054,9,Q844054
http://www.wikidata.org/entity/Q844326,7,Q844326
http://www.wikidata.org/entity/Q844479,10,Q844479
http://www.wikidata.org/entity/Q844482,43,Q844482
http://www.wikidata.org/entity/Q844531,10,Q844531
http://www.wikidata.org/entity/Q844700,36,Q844700
http://www.wikidata.org/entity/Q844713,8,Q844713
http://www.wikidata.org/entity/Q845132,7,Q845132
http://www.wikidata.org/entity/Q845242,9,Q845242
http://www.wikidata.org/entity/Q845262,6,Q845262
http://www.wikidata.org/entity/Q845371,7,Q845371
http://www.wikidata.org/entity/Q845392,42,Q845392
http://www.wikidata.org/entity/Q845477,9,Q845477
http://www.wikidata.org/entity/Q845620,17,Q845620
http://www.wikidata.org/entity/Q845643,35,Q845643
http://www.wikidata.org/entity/Q845648,7,Q845648
http://www.wikidata.org/entity/Q845739,22,Q845739
http://www.wikidata.org/entity/Q845820,31,Q845820
http://www.wikidata.org/entity/Q845877,6,Q845877
http://www.wikidata.org/entity/Q845913,7,Q845913
http://www.wikidata.org/entity/Q845945,3578,Q845945
http://www.wikidata.org/entity/Q846110,1322,Q846110
http://www.wikidata.org/entity/Q846303,8,Q846303
http://www.wikidata.org/entity/Q846327,15,Q846327
http://www.wikidata.org/entity/Q846385,52,Q846385
http://www.wikidata.org/entity/Q846636,7,Q846636
http://www.wikidata.org/entity/Q846662,73,Q846662
http://www.wikidata.org/entity/Q846706,657,Q846706
http://www.wikidata.org/entity/Q846659,3214,Q846659
http://www.wikidata.org/entity/Q846882,121,Q846882
http://www.wikidata.org/entity/Q847016,6,Q847016
http://www.wikidata.org/entity/Q847027,57,Q847027
http://www.wikidata.org/entity/Q847109,44,Q847109
http://www.wikidata.org/entity/Q847201,7,Q847201
http://www.wikidata.org/entity/Q847299,6,Q847299
http://www.wikidata.org/entity/Q847301,48,Q847301
http://www.wikidata.org/entity/Q847478,52,Q847478
http://www.wikidata.org/entity/Q847017,16143,Q847017
http://www.wikidata.org/entity/Q847573,7,Q847573
http://www.wikidata.org/entity/Q847667,14,Q847667
http://www.wikidata.org/entity/Q847773,60,Q847773
http://www.wikidata.org/entity/Q847843,45,Q847843
http://www.wikidata.org/entity/Q847906,81,Q847906
http://www.wikidata.org/entity/Q847935,311,Q847935
http://www.wikidata.org/entity/Q847950,70,Q847950
http://www.wikidata.org/entity/Q847959,20,Q847959
http://www.wikidata.org/entity/Q848031,25,Q848031
http://www.wikidata.org/entity/Q848197,238,Q848197
http://www.wikidata.org/entity/Q848330,10,Q848330
http://www.wikidata.org/entity/Q848328,12,Q848328
http://www.wikidata.org/entity/Q848507,64,Q848507
http://www.wikidata.org/entity/Q848797,148,Q848797
http://www.wikidata.org/entity/Q848960,6,Q848960
http://www.wikidata.org/entity/Q848944,566,Q848944
http://www.wikidata.org/entity/Q848991,35,Q848991
http://www.wikidata.org/entity/Q849095,42,Q849095
http://www.wikidata.org/entity/Q849468,12,Q849468
http://www.wikidata.org/entity/Q849697,18,Q849697
http://www.wikidata.org/entity/Q849706,66,Q849706
http://www.wikidata.org/entity/Q849778,218,Q849778
http://www.wikidata.org/entity/Q849814,14,Q849814
http://www.wikidata.org/entity/Q849851,46,Q849851
http://www.wikidata.org/entity/Q849854,12,Q849854
http://www.wikidata.org/entity/Q849829,838,Q849829
http://www.wikidata.org/entity/Q849964,29,Q849964
http://www.wikidata.org/entity/Q850107,76,Q850107
http://www.wikidata.org/entity/Q850270,1418,Q850270
http://www.wikidata.org/entity/Q850336,6,Q850336
http://www.wikidata.org/entity/Q850450,24,Q850450
http://www.wikidata.org/entity/Q850767,15,Q850767
http://www.wikidata.org/entity/Q850950,31,Q850950
http://www.wikidata.org/entity/Q850978,14,Q850978
http://www.wikidata.org/entity/Q850990,23,Q850990
http://www.wikidata.org/entity/Q851110,23,Q851110
http://www.wikidata.org/entity/Q851124,7,Q851124
http://www.wikidata.org/entity/Q851302,19,Q851302
http://www.wikidata.org/entity/Q851387,69,Q851387
http://www.wikidata.org/entity/Q851517,49,Q851517
http://www.wikidata.org/entity/Q851587,6,Q851587
http://www.wikidata.org/entity/Q851782,65,Q851782
http://www.wikidata.org/entity/Q851824,11,Q851824
http://www.wikidata.org/entity/Q851830,63,Q851830
http://www.wikidata.org/entity/Q851990,12,Q851990
http://www.wikidata.org/entity/Q852151,45,Q852151
http://www.wikidata.org/entity/Q852190,411,Q852190
http://www.wikidata.org/entity/Q852231,111,Q852231
http://www.wikidata.org/entity/Q852446,23,Q852446
http://www.wikidata.org/entity/Q853565,240,Q853565
http://www.wikidata.org/entity/Q853614,89,Q853614
http://www.wikidata.org/entity/Q853697,8,Q853697
http://www.wikidata.org/entity/Q853854,470,Q853854
http://www.wikidata.org/entity/Q854140,65,Q854140
http://www.wikidata.org/entity/Q854376,36,Q854376
http://www.wikidata.org/entity/Q854399,96,Q854399
http://www.wikidata.org/entity/Q854429,139,Q854429
http://www.wikidata.org/entity/Q854459,11,Q854459
http://www.wikidata.org/entity/Q854585,24,Q854585
http://www.wikidata.org/entity/Q854845,212,Q854845
http://www.wikidata.org/entity/Q854995,23,Q854995
http://www.wikidata.org/entity/Q855451,6,Q855451
http://www.wikidata.org/entity/Q855630,43,Q855630
http://www.wikidata.org/entity/Q855631,20,Q855631
http://www.wikidata.org/entity/Q855697,6,Q855697
http://www.wikidata.org/entity/Q855743,20,Q855743
http://www.wikidata.org/entity/Q855747,59,Q855747
http://www.wikidata.org/entity/Q855769,206,Q855769
http://www.wikidata.org/entity/Q855973,84,Q855973
http://www.wikidata.org/entity/Q856058,18,Q856058
http://www.wikidata.org/entity/Q856079,36,Q856079
http://www.wikidata.org/entity/Q856076,313,Q856076
http://www.wikidata.org/entity/Q856234,658,Q856234
http://www.wikidata.org/entity/Q856566,6,Q856566
http://www.wikidata.org/entity/Q856564,127,Q856564
http://www.wikidata.org/entity/Q856592,8,Q856592
http://www.wikidata.org/entity/Q856584,613,Q856584
http://www.wikidata.org/entity/Q856638,34,Q856638
http://www.wikidata.org/entity/Q856713,1979,Q856713
http://www.wikidata.org/entity/Q856976,19,Q856976
http://www.wikidata.org/entity/Q857538,67,Q857538
http://www.wikidata.org/entity/Q857909,12,Q857909
http://www.wikidata.org/entity/Q857968,38,Q857968
http://www.wikidata.org/entity/Q858012,6,Q858012
http://www.wikidata.org/entity/Q858177,10,Q858177
http://www.wikidata.org/entity/Q858157,3438,Q858157
http://www.wikidata.org/entity/Q858439,1574,Q858439
http://www.wikidata.org/entity/Q858485,65,Q858485
http://www.wikidata.org/entity/Q859161,43,Q859161
http://www.wikidata.org/entity/Q859170,7,Q859170
http://www.wikidata.org/entity/Q859174,17,Q859174
http://www.wikidata.org/entity/Q859247,17,Q859247
http://www.wikidata.org/entity/Q859482,16,Q859482
http://www.wikidata.org/entity/Q859595,6,Q859595
http://www.wikidata.org/entity/Q859869,8,Q859869
http://www.wikidata.org/entity/Q860290,85,Q860290
http://www.wikidata.org/entity/Q860333,13,Q860333
http://www.wikidata.org/entity/Q860447,6,Q860447
http://www.wikidata.org/entity/Q860572,18,Q860572
http://www.wikidata.org/entity/Q860582,78,Q860582
http://www.wikidata.org/entity/Q860641,14,Q860641
http://www.wikidata.org/entity/Q860676,60,Q860676
http://www.wikidata.org/entity/Q860879,21,Q860879
http://www.wikidata.org/entity/Q860792,3695,Q860792
http://www.wikidata.org/entity/Q861181,39,Q861181
http://www.wikidata.org/entity/Q861184,25,Q861184
http://www.wikidata.org/entity/Q861437,13,Q861437
http://www.wikidata.org/entity/Q860861,20698,Q860861
http://www.wikidata.org/entity/Q861555,60,Q861555
http://www.wikidata.org/entity/Q861559,10,Q861559
http://www.wikidata.org/entity/Q861725,8,Q861725
http://www.wikidata.org/entity/Q861911,517,Q861911
http://www.wikidata.org/entity/Q861951,2095,Q861951
http://www.wikidata.org/entity/Q862091,12,Q862091
http://www.wikidata.org/entity/Q862454,137,Q862454
http://www.wikidata.org/entity/Q862562,8,Q862562
http://www.wikidata.org/entity/Q862571,9,Q862571
http://www.wikidata.org/entity/Q862597,91,Q862597
http://www.wikidata.org/entity/Q862880,7,Q862880
http://www.wikidata.org/entity/Q863247,16,Q863247
http://www.wikidata.org/entity/Q863404,12,Q863404
http://www.wikidata.org/entity/Q863454,244,Q863454
http://www.wikidata.org/entity/Q863583,6,Q863583
http://www.wikidata.org/entity/Q863906,12,Q863906
http://www.wikidata.org/entity/Q863915,213,Q863915
http://www.wikidata.org/entity/Q863974,43,Q863974
http://www.wikidata.org/entity/Q864011,52,Q864011
http://www.wikidata.org/entity/Q864306,10,Q864306
http://www.wikidata.org/entity/Q864553,25,Q864553
http://www.wikidata.org/entity/Q864718,28,Q864718
http://www.wikidata.org/entity/Q864737,9,Q864737
http://www.wikidata.org/entity/Q864866,67,Q864866
http://www.wikidata.org/entity/Q864897,12,Q864897
http://www.wikidata.org/entity/Q865422,17,Q865422
http://www.wikidata.org/entity/Q865493,59,Q865493
http://www.wikidata.org/entity/Q865585,7,Q865585
http://www.wikidata.org/entity/Q865595,7,Q865595
http://www.wikidata.org/entity/Q865588,361,Q865588
http://www.wikidata.org/entity/Q865693,21,Q865693
http://www.wikidata.org/entity/Q865746,16,Q865746
http://www.wikidata.org/entity/Q866133,81,Q866133
http://www.wikidata.org/entity/Q866199,30,Q866199
http://www.wikidata.org/entity/Q866196,7,Q866196
http://www.wikidata.org/entity/Q866472,20,Q866472
http://www.wikidata.org/entity/Q866623,15,Q866623
http://www.wikidata.org/entity/Q867094,13,Q867094
http://www.wikidata.org/entity/Q867143,112,Q867143
http://www.wikidata.org/entity/Q867238,64,Q867238
http://www.wikidata.org/entity/Q867242,285,Q867242
http://www.wikidata.org/entity/Q867269,119,Q867269
http://www.wikidata.org/entity/Q867335,24,Q867335
http://www.wikidata.org/entity/Q867459,8,Q867459
http://www.wikidata.org/entity/Q867567,12,Q867567
http://www.wikidata.org/entity/Q867570,63,Q867570
http://www.wikidata.org/entity/Q867597,8,Q867597
http://www.wikidata.org/entity/Q867707,6,Q867707
http://www.wikidata.org/entity/Q867738,23,Q867738
http://www.wikidata.org/entity/Q868250,12,Q868250
http://www.wikidata.org/entity/Q868291,212,Q868291
http://www.wikidata.org/entity/Q868410,30,Q868410
http://www.wikidata.org/entity/Q868698,30,Q868698
http://www.wikidata.org/entity/Q868557,4590,Q868557
http://www.wikidata.org/entity/Q868893,13,Q868893
http://www.wikidata.org/entity/Q869042,10,Q869042
http://www.wikidata.org/entity/Q869457,12,Q869457
http://www.wikidata.org/entity/Q869547,20,Q869547
http://www.wikidata.org/entity/Q869923,6,Q869923
http://www.wikidata.org/entity/Q870455,34,Q870455
http://www.wikidata.org/entity/Q870780,24,Q870780
http://www.wikidata.org/entity/Q870898,14,Q870898
http://www.wikidata.org/entity/Q871217,16,Q871217
http://www.wikidata.org/entity/Q871232,104,Q871232
http://www.wikidata.org/entity/Q871403,30,Q871403
http://www.wikidata.org/entity/Q871419,99,Q871419
http://www.wikidata.org/entity/Q871420,43,Q871420
http://www.wikidata.org/entity/Q873398,9,Q873398
http://www.wikidata.org/entity/Q873506,11,Q873506
http://www.wikidata.org/entity/Q873512,119,Q873512
http://www.wikidata.org/entity/Q874223,6,Q874223
http://www.wikidata.org/entity/Q874411,21,Q874411
http://www.wikidata.org/entity/Q874405,95,Q874405
http://www.wikidata.org/entity/Q874599,8,Q874599
http://www.wikidata.org/entity/Q874821,15,Q874821
http://www.wikidata.org/entity/Q874919,212,Q874919
http://www.wikidata.org/entity/Q875016,156,Q875016
http://www.wikidata.org/entity/Q875157,205,Q875157
http://www.wikidata.org/entity/Q875538,822,Q875538
http://www.wikidata.org/entity/Q875583,100,Q875583
http://www.wikidata.org/entity/Q876102,14,Q876102
http://www.wikidata.org/entity/Q876274,24,Q876274
http://www.wikidata.org/entity/Q876459,14,Q876459
http://www.wikidata.org/entity/Q876500,11,Q876500
http://www.wikidata.org/entity/Q876730,39,Q876730
http://www.wikidata.org/entity/Q876852,55,Q876852
http://www.wikidata.org/entity/Q877017,15,Q877017
http://www.wikidata.org/entity/Q877290,49,Q877290
http://www.wikidata.org/entity/Q877353,8,Q877353
http://www.wikidata.org/entity/Q877423,16,Q877423
http://www.wikidata.org/entity/Q877358,2431,Q877358
http://www.wikidata.org/entity/Q877484,33,Q877484
http://www.wikidata.org/entity/Q877517,118,Q877517
http://www.wikidata.org/entity/Q877664,21,Q877664
http://www.wikidata.org/entity/Q877724,20,Q877724
http://www.wikidata.org/entity/Q877729,12,Q877729
http://www.wikidata.org/entity/Q877802,14,Q877802
http://www.wikidata.org/entity/Q877809,44,Q877809
http://www.wikidata.org/entity/Q877886,29,Q877886
http://www.wikidata.org/entity/Q877998,146,Q877998
http://www.wikidata.org/entity/Q878040,8,Q878040
http://www.wikidata.org/entity/Q878077,24,Q878077
http://www.wikidata.org/entity/Q878099,17,Q878099
http://www.wikidata.org/entity/Q878123,298,Q878123
http://www.wikidata.org/entity/Q878130,234,Q878130
http://www.wikidata.org/entity/Q878214,11,Q878214
http://www.wikidata.org/entity/Q878223,699,Q878223
http://www.wikidata.org/entity/Q878249,41,Q878249
http://www.wikidata.org/entity/Q878367,306,Q878367
http://www.wikidata.org/entity/Q879146,645,Q879146
http://www.wikidata.org/entity/Q879050,4258,Q879050
http://www.wikidata.org/entity/Q879844,12,Q879844
http://www.wikidata.org/entity/Q880492,18,Q880492
http://www.wikidata.org/entity/Q881942,64,Q881942
http://www.wikidata.org/entity/Q882149,880,Q882149
http://www.wikidata.org/entity/Q883746,6,Q883746
http://www.wikidata.org/entity/Q883744,7,Q883744
http://www.wikidata.org/entity/Q884353,92,Q884353
http://www.wikidata.org/entity/Q884742,14,Q884742
http://www.wikidata.org/entity/Q886270,6,Q886270
http://www.wikidata.org/entity/Q886519,11,Q886519
http://www.wikidata.org/entity/Q886568,7,Q886568
http://www.wikidata.org/entity/Q886837,16,Q886837
http://www.wikidata.org/entity/Q887604,164,Q887604
http://www.wikidata.org/entity/Q889842,13,Q889842
http://www.wikidata.org/entity/Q890055,14,Q890055
http://www.wikidata.org/entity/Q890269,11,Q890269
http://www.wikidata.org/entity/Q890516,9,Q890516
http://www.wikidata.org/entity/Q890528,6,Q890528
http://www.wikidata.org/entity/Q890545,146,Q890545
http://www.wikidata.org/entity/Q890882,12,Q890882
http://www.wikidata.org/entity/Q891055,40,Q891055
http://www.wikidata.org/entity/Q891388,1310,Q891388
http://www.wikidata.org/entity/Q891723,1415,Q891723
http://www.wikidata.org/entity/Q891841,7,Q891841
http://www.wikidata.org/entity/Q891854,361,Q891854
http://www.wikidata.org/entity/Q892168,27,Q892168
http://www.wikidata.org/entity/Q892278,10,Q892278
http://www.wikidata.org/entity/Q892367,7,Q892367
http://www.wikidata.org/entity/Q892368,24,Q892368
http://www.wikidata.org/entity/Q892492,88,Q892492
http://www.wikidata.org/entity/Q892554,13,Q892554
http://www.wikidata.org/entity/Q893466,201,Q893466
http://www.wikidata.org/entity/Q893555,8,Q893555
http://www.wikidata.org/entity/Q893775,137,Q893775
http://www.wikidata.org/entity/Q893802,17,Q893802
http://www.wikidata.org/entity/Q894436,14,Q894436
http://www.wikidata.org/entity/Q894571,20,Q894571
http://www.wikidata.org/entity/Q894853,11,Q894853
http://www.wikidata.org/entity/Q895060,9,Q895060
http://www.wikidata.org/entity/Q895526,83,Q895526
http://www.wikidata.org/entity/Q896009,496,Q896009
http://www.wikidata.org/entity/Q896375,19,Q896375
http://www.wikidata.org/entity/Q896525,8,Q896525
http://www.wikidata.org/entity/Q896635,59,Q896635
http://www.wikidata.org/entity/Q896643,10,Q896643
http://www.wikidata.org/entity/Q896958,42,Q896958
http://www.wikidata.org/entity/Q896995,18,Q896995
http://www.wikidata.org/entity/Q897103,7,Q897103
http://www.wikidata.org/entity/Q897285,13,Q897285
http://www.wikidata.org/entity/Q897303,385,Q897303
http://www.wikidata.org/entity/Q897399,11,Q897399
http://www.wikidata.org/entity/Q897403,19,Q897403
http://www.wikidata.org/entity/Q897755,9,Q897755
http://www.wikidata.org/entity/Q897797,34,Q897797
http://www.wikidata.org/entity/Q898525,8,Q898525
http://www.wikidata.org/entity/Q898273,9108,Q898273
http://www.wikidata.org/entity/Q898712,68,Q898712
http://www.wikidata.org/entity/Q898745,15,Q898745
http://www.wikidata.org/entity/Q898753,17,Q898753
http://www.wikidata.org/entity/Q898771,67,Q898771
http://www.wikidata.org/entity/Q898786,9,Q898786
http://www.wikidata.org/entity/Q898830,36,Q898830
http://www.wikidata.org/entity/Q898966,41,Q898966
http://www.wikidata.org/entity/Q898987,24,Q898987
http://www.wikidata.org/entity/Q899114,6,Q899114
http://www.wikidata.org/entity/Q899192,48,Q899192
http://www.wikidata.org/entity/Q899197,44,Q899197
http://www.wikidata.org/entity/Q899204,23,Q899204
http://www.wikidata.org/entity/Q899409,557,Q899409
http://www.wikidata.org/entity/Q899485,16,Q899485
http://www.wikidata.org/entity/Q899523,115,Q899523
http://www.wikidata.org/entity/Q899720,20,Q899720
http://www.wikidata.org/entity/Q900341,7,Q900341
http://www.wikidata.org/entity/Q900406,29,Q900406
http://www.wikidata.org/entity/Q900729,41,Q900729
http://www.wikidata.org/entity/Q901497,11,Q901497
http://www.wikidata.org/entity/Q901711,6,Q901711
http://www.wikidata.org/entity/Q902104,718,Q902104
http://www.wikidata.org/entity/Q902638,48,Q902638
http://www.wikidata.org/entity/Q902805,7,Q902805
http://www.wikidata.org/entity/Q902814,9,Q902814
http://www.wikidata.org/entity/Q903055,33,Q903055
http://www.wikidata.org/entity/Q903576,18,Q903576
http://www.wikidata.org/entity/Q903658,6,Q903658
http://www.wikidata.org/entity/Q903729,10,Q903729
http://www.wikidata.org/entity/Q903985,26,Q903985
http://www.wikidata.org/entity/Q904082,15,Q904082
http://www.wikidata.org/entity/Q904201,9,Q904201
http://www.wikidata.org/entity/Q904319,9,Q904319
http://www.wikidata.org/entity/Q905171,43,Q905171
http://www.wikidata.org/entity/Q905286,110,Q905286
http://www.wikidata.org/entity/Q905318,11,Q905318
http://www.wikidata.org/entity/Q905666,43,Q905666
http://www.wikidata.org/entity/Q905926,11,Q905926
http://www.wikidata.org/entity/Q905929,257,Q905929
http://www.wikidata.org/entity/Q906278,13,Q906278
http://www.wikidata.org/entity/Q906356,14,Q906356
http://www.wikidata.org/entity/Q906441,36,Q906441
http://www.wikidata.org/entity/Q906512,41,Q906512
http://www.wikidata.org/entity/Q906520,8,Q906520
http://www.wikidata.org/entity/Q907116,235,Q907116
http://www.wikidata.org/entity/Q907347,20,Q907347
http://www.wikidata.org/entity/Q907356,6,Q907356
http://www.wikidata.org/entity/Q907492,7,Q907492
http://www.wikidata.org/entity/Q907632,383,Q907632
http://www.wikidata.org/entity/Q907698,367,Q907698
http://www.wikidata.org/entity/Q908207,80,Q908207
http://www.wikidata.org/entity/Q908430,18,Q908430
http://www.wikidata.org/entity/Q908620,121,Q908620
http://www.wikidata.org/entity/Q908784,8,Q908784
http://www.wikidata.org/entity/Q908828,17,Q908828
http://www.wikidata.org/entity/Q908870,21,Q908870
http://www.wikidata.org/entity/Q909194,7,Q909194
http://www.wikidata.org/entity/Q909300,31,Q909300
http://www.wikidata.org/entity/Q909299,216,Q909299
http://www.wikidata.org/entity/Q909363,6,Q909363
http://www.wikidata.org/entity/Q909459,9,Q909459
http://www.wikidata.org/entity/Q909695,7,Q909695
http://www.wikidata.org/entity/Q909906,43,Q909906
http://www.wikidata.org/entity/Q910252,18,Q910252
http://www.wikidata.org/entity/Q910360,6,Q910360
http://www.wikidata.org/entity/Q910391,8,Q910391
http://www.wikidata.org/entity/Q910409,10,Q910409
http://www.wikidata.org/entity/Q910597,8,Q910597
http://www.wikidata.org/entity/Q910796,10,Q910796
http://www.wikidata.org/entity/Q910967,17,Q910967
http://www.wikidata.org/entity/Q911134,41,Q911134
http://www.wikidata.org/entity/Q911138,39,Q911138
http://www.wikidata.org/entity/Q911142,16,Q911142
http://www.wikidata.org/entity/Q911663,186,Q911663
http://www.wikidata.org/entity/Q911736,7,Q911736
http://www.wikidata.org/entity/Q911881,11,Q911881
http://www.wikidata.org/entity/Q912165,18,Q912165
http://www.wikidata.org/entity/Q912196,69,Q912196
http://www.wikidata.org/entity/Q912618,7,Q912618
http://www.wikidata.org/entity/Q912807,9,Q912807
http://www.wikidata.org/entity/Q913035,17,Q913035
http://www.wikidata.org/entity/Q913170,7,Q913170
http://www.wikidata.org/entity/Q913252,63,Q913252
http://www.wikidata.org/entity/Q913318,7,Q913318
http://www.wikidata.org/entity/Q913337,31,Q913337
http://www.wikidata.org/entity/Q913496,25,Q913496
http://www.wikidata.org/entity/Q913970,11,Q913970
http://www.wikidata.org/entity/Q914019,58,Q914019
http://www.wikidata.org/entity/Q914359,8,Q914359
http://www.wikidata.org/entity/Q914425,6,Q914425
http://www.wikidata.org/entity/Q914711,8,Q914711
http://www.wikidata.org/entity/Q916651,6,Q916651
http://www.wikidata.org/entity/Q916897,31,Q916897
http://www.wikidata.org/entity/Q917092,244,Q917092
http://www.wikidata.org/entity/Q917146,463,Q917146
http://www.wikidata.org/entity/Q917182,348,Q917182
http://www.wikidata.org/entity/Q917206,9,Q917206
http://www.wikidata.org/entity/Q917284,121,Q917284
http://www.wikidata.org/entity/Q917418,88,Q917418
http://www.wikidata.org/entity/Q917441,68,Q917441
http://www.wikidata.org/entity/Q917730,14,Q917730
http://www.wikidata.org/entity/Q917824,13,Q917824
http://www.wikidata.org/entity/Q918091,23,Q918091
http://www.wikidata.org/entity/Q918088,58,Q918088
http://www.wikidata.org/entity/Q918230,195,Q918230
http://www.wikidata.org/entity/Q918270,11,Q918270
http://www.wikidata.org/entity/Q918324,19,Q918324
http://www.wikidata.org/entity/Q918368,26,Q918368
http://www.wikidata.org/entity/Q918385,9,Q918385
http://www.wikidata.org/entity/Q918457,20,Q918457
http://www.wikidata.org/entity/Q918727,184,Q918727
http://www.wikidata.org/entity/Q919472,79,Q919472
http://www.wikidata.org/entity/Q919510,57,Q919510
http://www.wikidata.org/entity/Q919525,25,Q919525
http://www.wikidata.org/entity/Q920028,13,Q920028
http://www.wikidata.org/entity/Q920093,14,Q920093
http://www.wikidata.org/entity/Q920182,91,Q920182
http://www.wikidata.org/entity/Q920397,28,Q920397
http://www.wikidata.org/entity/Q920890,46,Q920890
http://www.wikidata.org/entity/Q921099,1443,Q921099
http://www.wikidata.org/entity/Q921469,56,Q921469
http://www.wikidata.org/entity/Q921543,6,Q921543
http://www.wikidata.org/entity/Q921609,8,Q921609
http://www.wikidata.org/entity/Q921773,30,Q921773
http://www.wikidata.org/entity/Q922203,138,Q922203
http://www.wikidata.org/entity/Q922337,6,Q922337
http://www.wikidata.org/entity/Q922448,18,Q922448
http://www.wikidata.org/entity/Q922853,8,Q922853
